datetime,wifi,time_sync,rd_present,rd_distance_mm,rd_velocity_cm_s,rd_angle_deg,rd_x_mm,rd_y_mm,c4001_present,c4001_distance_m,c4001_velocity_m_s,c4001_energy,c4001_raw_targets,c4001_raw_distance_m,c4001_raw_velocity_m_s,c4001_raw_energy
09-05-2026 15:01,1.0,1.0,1.0,996.1,0.0,-3.7,-64.0,994.0,0.0,0.0,0.0,0.0,1.0,1.09,-0.01,8425.0
09-05-2026 15:01,1.0,1.0,1.0,997.4,0.0,-4.0,-69.0,995.0,0.0,0.0,0.0,0.0,1.0,1.09,-0.01,8425.0
09-05-2026 15:01,1.0,1.0,1.0,997.4,0.0,-4.0,-69.0,995.0,1.0,1.09,-0.01,8425.0,1.0,1.09,-0.01,8425.0
09-05-2026 15:01,1.0,1.0,1.0,1000.8,0.0,-4.3,-75.0,998.0,1.0,1.09,-0.01,8425.0,1.0,1.09,-0.01,8425.0
09-05-2026 15:01,1.0,1.0,1.0,1000.8,0.0,-4.3,-75.0,998.0,1.0,1.09,-0.01,8425.0,1.0,1.09,-0.01,8425.0
09-05-2026 15:01,1.0,1.0,1.0,1006.3,0.0,-4.7,-82.0,1003.0,1.0,1.09,-0.01,8425.0,1.0,1.09,-0.01,8425.0
09-05-2026 15:01,1.0,1.0,1.0,1006.3,0.0,-4.7,-82.0,1003.0,1.0,1.09,-0.01,8425.0,1.0,1.09,-0.01,8425.0
09-05-2026 15:01,1.0,1.0,1.0,1010.8,0.0,-4.9,-87.0,1007.0,1.0,1.09,-0.01,8425.0,1.0,1.09,-0.01,8425.0
09-05-2026 15:01,1.0,1.0,1.0,1015.3,0.0,-5.3,-93.0,1011.0,1.0,1.25,0.0,356.0,1.0,1.25,0.0,356.0
09-05-2026 15:01,1.0,1.0,1.0,1015.3,0.0,-5.3,-93.0,1011.0,1.0,1.25,0.0,356.0,1.0,1.25,0.0,356.0
09-05-2026 15:01,1.0,1.0,1.0,1021.9,0.0,-5.6,-100.0,1017.0,1.0,1.12,0.0,5090.0,1.0,1.12,0.0,5090.0
09-05-2026 15:01,1.0,1.0,1.0,1021.9,0.0,-5.6,-100.0,1017.0,1.0,1.12,0.0,5090.0,1.0,1.12,0.0,5090.0
09-05-2026 15:01,1.0,1.0,1.0,1027.0,0.0,-6.2,-111.0,1021.0,1.0,1.09,0.0,10057.0,1.0,1.09,0.0,10057.0
09-05-2026 15:01,1.0,1.0,1.0,1027.0,0.0,-6.2,-111.0,1021.0,1.0,1.09,0.0,10057.0,1.0,1.09,0.0,10057.0
09-05-2026 15:01,1.0,1.0,1.0,1035.5,0.0,-6.9,-124.0,1028.0,1.0,1.07,0.0,305.0,1.0,1.07,0.0,305.0
